RegionName,State,Metro,CountyName,SizeRank,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,AVERAGE,,Metro,Average
Skidaway Island,GA,Savannah,Chatham,6464,499250,499000,515000,514950,519000,515000,499000,489000,499000,489000,499900,494450,502712.5,,,
Springfield,GA,Savannah,Effingham,5550,133762.5,133625,133386,140000,149207.5,155000,155000,157125,148695,150015,150350,150350,146376.3333,,,
Tybee Island,GA,Savannah,Chatham,6153,499900,522000,521000,521500,499900,499450,499450,498000,498500,499000,497500,499000,504600,,,
Wilmington Island,GA,Savannah,Chatham,3644,289900,299900,299900,3.00E+05,302500,323700,309925,292100,289900,292400,296950,279900,298089.5833,,,
Sayre,PA,Sayre,Bradford,5287,119900,119000,119900,121950,125000,128700,127850,126000,125000,119900,118950,119000,122595.8333,,,
Towanda Township,PA,Sayre,Bradford,6189,138500,132450,129900,129000,122000,124950,115500,119000,124900,124700,124900,124700,125875,,,
Gering,NE,Scottsbluff,Scotts Bluff,5240,,,,,,,,179900,179700,169000,149500,159250,167470,,,
Scottsbluff,NE,Scottsbluff,Scotts Bluff,2537,133700,152500,139000,155000,155000,136000,149000,134900,135000,149000,154000,159000,146008.3333,,,
Scottsboro,AL,Scottsboro,Jackson,2549,169400,174900,187400,194900,194900,179950,169900,174900,176200,179900,174000,179900,179687.5,,,
Archbald,PA,Scranton,Lackawanna,4782,169900,169900,169900,189900,169900,168000,149000,142200,145000,132200,129900,127450,155270.8333,,,
Back Mountain,PA,Scranton,Luzerne,2872,190750,187500,202450,199894,203999,207000,193000,184000,199900,197000,205000,197250,197311.9167,,,
Butler Township,PA,Scranton,Luzerne,4091,198900,203500,203500,199900,203750,199900,216900,189900,194900,196450,189900,2.00E+05,199791.6667,,,
Carbondale Township,PA,Scranton,Lackawanna,3848,72500,79000,78500,79900,79900,79900,79900,85000,79450,75000,75000,69900,77829.16667,,,
Clarks Summit,PA,Scranton,Lackawanna,5539,,,,,,,,,211000,214900,214900,194500,208825,,,
Dunmore,PA,Scranton,Lackawanna,3174,139900,137900,137900,138900,137900,137700,139900,134950,135900,125000,129900,124900,135062.5,,,
Hazle Township,PA,Scranton,Luzerne,3986,,,,,,179900,179900,178450,184900,179950,187700,189900,182957.1429,,,
Kingston,PA,Scranton,Luzerne,3319,119900,117000,117000,119450,124000,119900,117450,121950,126350,120900,122750,123000,120804.1667,,,
Nanticoke,PA,Scranton,Luzerne,3851,62000,61700,64950,65000,60000,59900,59900,57000,59900,59900,59900,59900,60837.5,,,
Plymouth Township,PA,Scranton,Luzerne,4570,52000,50949.5,52200,52700,51200,54950,58500,59000,59000,58000,49900,51400,54149.95833,,,
Scranton,PA,Scranton,Lackawanna,504,85000,84000,84950,86900,86700,85000,85000,85000,84900,79900,79900,79900,83929.16667,,,
South Abington Township,PA,Scranton,Lackawanna,4242,247000,245000,239900,239500,247000,253500,259000,259500,249900,249900,256000,267400,251133.3333,,,
Sugarloaf Township,PA,Scranton,Luzerne,5764,245000,262500,243500,239900,274900,285000,283750,282500,269900,264900,271450,262200,265458.3333,,,
Tunkhannock Township,PA,Scranton,Wyoming,4992,179000,182000,195000,195000,192200,202400,185900,182450,180450,179000,182450,184500,186695.8333,,,
White Haven,PA,Scranton,Luzerne,6746,82500,80500,82700,85500,77750,74900,84900,78750,72450,83950,79000,83950,80570.83333,,,
Wilkes-Barre,PA,Scranton,Luzerne,1137,58000,55000,55000,57749.5,55000,54985,55000,55000,59900,58950,55000,58000,56465.375,,,
Beebe,AR,Searcy,White,3737,,,127400,129900,125000,139900,139900,134900,132900,132900,129900,132900,132560,,,
Searcy,AR,Searcy,White,1593,129000,129500,129500,131950,129900,135000,143350,145000,137900,134950,133950,133900,134491.6667,,,
Arlington,WA,Seattle,Snohomish,1412,299950,299937,298960,309950,320000,322450,327450,330000,332000,325000,329950,314995,317553.5,,,
Auburn,WA,Seattle,King,651,310000,297500,310000,320000,324950,329950,325000,329000,327949.5,329900,335000,335000,322854.125,,,
Bellevue,WA,Seattle,King,228,727475,725000,732465,780000,788000,786900,795000,779000,792500,779950,795000,795000,773024.1667,,,
Bonney Lake,WA,Seattle,Pierce,1223,335000,324970,339900,349950,354995,354950,354950,360000,359000,360945,362020,368417.5,352091.4583,,,
Bothell,WA,Seattle,Snohomish,1193,489950,499950,498402.5,498000,494950,495000,499995,499995,499990,524995,549995,549998,508435.0417,,,
Bryn Mawr-Skyway,WA,Seattle,King,3346,,,,,365000,394075,369444,369888,367444,410250,410000,410000,387012.625,,,
Buckley,WA,Seattle,Pierce,3248,309975,285950,299000,309949,325000,325450,339000,342425,344900,338950,339000,339475,324922.8333,,,
Burien,WA,Seattle,King,1862,318000,319000,320000,349950,364950,349950,350000,355000,349450,359725,352000,360475,345708.3333,,,
Carnation,WA,Seattle,King,4790,,,,623715,629950,619332.5,609000,635600,637890,635880,642320,655880,632174.1667,,,
Covington,WA,Seattle,King,2873,309950,299499.5,312500,319950,324975,338700,369950,360000,359925,365000,369150,375000,342049.9583,,,
Des Moines,WA,Seattle,King,1796,299500,299888,309000,319950,319825,319900,309950,315000,332450,329000,3.00E+05,310975,313786.5,,,
Dupont,WA,Seattle,Pierce,5909,299725,302250,294999,299450,309500,299925,289900,293500,304990,304990,299950,289000,299014.9167,,,
Duvall,WA,Seattle,King,3854,487000,489000,493750,499925,499450,522475,524975,564000,555000,550000,549950,527500,521918.75,,,
East Hill-Meridian,WA,Seattle,King,2512,339000,339250,339975,329000,339500,325000,329950,334950,345000,339900,339950,339950,336785.4167,,,
Eatonville,WA,Seattle,Pierce,4631,254900,249950,265425,264950,264950,264000,257400,264950,279950,297425,299950,308250,272675,,,
Edgewood,WA,Seattle,Pierce,4516,399900,412450,429950,427475,404950,399900,399950,404975,399990,399990,399950,420000,408290,,,
Edmonds,WA,Seattle,Snohomish,1055,450000,442475,445000,475000,485000,485000,469900,469000,499950,499950,495000,514475,477562.5,,,
Enumclaw,WA,Seattle,King,2413,3.00E+05,3.00E+05,299995,336975,345000,359950,349975,359000,349950,358000,338500,336500,336153.75,,,
Everett,WA,Seattle,Snohomish,300,269950,274950,274975,275000,289975,295000,297725,299950,309200,311730,312000,304950,292950.4167,,,
Federal Way,WA,Seattle,King,379,272475,279950,299900,299900,3.00E+05,299950,299999,309475,313700,319000,315400,316055,302150.3333,,,
Fife,WA,Seattle,Pierce,4357,240000,237475,244650,259900,259900,269975,279999,287950,279950,279925,284950,289000,267806.1667,,,
Frederickson,WA,Seattle,Pierce,5036,235000,235000,235000,236000,249950,258000,259925,255800,250000,259900,249950,249950,247872.9167,,,
Gig Harbor,WA,Seattle,Pierce,1148,450000,471300,475000,499250,499000,492300,480000,479925,489450,479000,471474.5,469999,479724.875,,,
Gold Bar,WA,Seattle,Snohomish,6775,209500,211250,213725,224975,230000,206975,223800,212500,222475,232000,226918.5,225000,219926.5417,,,
Graham,WA,Seattle,Pierce,2296,269900,269950,277500,294475,298250,302475,309000,304000,299995,307250,309950,305000,295645.4167,,,
Granite Falls,WA,Seattle,Snohomish,5282,234975,232475,219975,237450,252200,275000,274975,264998.5,262498.5,269950,255000,225000,250374.75,,,
Issaquah,WA,Seattle,King,872,615000,629000,579990,622995,6.00E+05,649000,639995,620000,614900,599000,6.00E+05,639992.5,617489.375,,,
Kenmore,WA,Seattle,King,2372,594000,499950,529900,529900,5.00E+05,525000,524975,547700,527475,540000,550000,550000,534908.3333,,,
Kent,WA,Seattle,King,460,299000,299000,299000,307950,324950,314950,328000,332500,335000,330000,329900,339950,320016.6667,,,
Kirkland,WA,Seattle,King,588,,675000,669975,639000,675000,695000,675000,650000,695000,699000,699000,695000,678815.9091,,,
Lake Forest Park,WA,Seattle,King,4297,499900,499900,520000,577000,594250,575000,581493,589950,579350,559900,527500,499900,550345.25,,,
Lake Morton-Berrydale,WA,Seattle,King,4657,373850,374950,369000,347500,369000,359000,395000,399974.5,392475,375000,382000,350000,373979.125,,,
Lake Stevens,WA,Seattle,Snohomish,1899,304950,309950,315000,319950,325000,329000,330000,334475,347789,349950,349950,347000,330251.1667,,,
Lakewood,WA,Seattle,Pierce,721,235450,244999.5,249975,257000,267000,275000,275000,262000,257500,249900,249900,249900,256135.375,,,
Lynnwood,WA,Seattle,Snohomish,555,369990,389900,399000,399950,399999,424000,425000,419250,415000,399950,4.00E+05,399900,403494.9167,,,
Maple Valley,WA,Seattle,King,2059,382499.5,360000,397950,415000,415000,409950,4.00E+05,399950,4.00E+05,419450,415000,419950,402895.7917,,,
Marysville,WA,Seattle,Snohomish,613,289950,290000,299900,309250,310000,319900,319950,319950,319950,316475,315000,315000,310443.75,,,
Midland,WA,Seattle,Pierce,4222,185000,194000,199950,217425,225000,225000,239000,235000,235000,249950,240425,229747.5,222958.125,,,
Mill Creek,WA,Seattle,Snohomish,2455,452475,474900,474900,475000,475000,475000,469950,469975,469900,449950,449950,469945,467245.4167,,,
Monroe,WA,Seattle,Snohomish,3238,367450,359000,385000,397475,394950,389000,395000,439900,424900,399900,402475,405000,396670.8333,,,
Mountlake Terrace,WA,Seattle,Snohomish,2373,301500,299950,320000,334975,366500,364950,350000,368800,355500,375000,379950,424950,353506.25,,,
Mukilteo,WA,Seattle,Snohomish,2674,440000,448000,489975,504900,519500,499950,499964,5.00E+05,514950,515000,5.00E+05,499950,494349.0833,,,
Newcastle,WA,Seattle,King,4327,749900,749950,750000,738000,719939,725000,7.00E+05,702745,729950,724995,747000,729990,730622.4167,,,
Orting,WA,Seattle,Pierce,4044,268495,269000,259900,274975,266250,269000,272990,273000,269950,270000,270000,269950,269459.1667,,,
Paine Field-Lake Stickney,WA,Seattle,Snohomish,1443,305000,286950,3.00E+05,299950,318350,323000,324950,302500,305000,309950,319000,309900,308712.5,,,
Parkland,WA,Seattle,Pierce,1786,169950,170000,175586,197500,201000,209950,214900,209975,212425,214900,200450,199950,198048.8333,,,
Picnic Point-North Lynnwood,WA,Seattle,Snohomish,1631,352475,375000,390000,384950,394975,395000,375000,364950,369000,369950,394500,379500,378775,,,
Puyallup,WA,Seattle,Pierce,1344,280000,280000,296495,3.00E+05,299950,299950,299500,289000,283000,284250,291000,280000,290262.0833,,,
Redmond,WA,Seattle,King,525,649000,660997.5,699950,699950,721250,7.00E+05,699250,7.00E+05,7.00E+05,713000,735000,724475,700239.375,,,
Renton,WA,Seattle,King,216,369880,369880,374992.5,390000,399950,399950,399950,398221,396425,399950,399950,399950,391591.5417,,,
Roy,WA,Seattle,Pierce,4500,299000,305000,309900,325000,349700,344950,346975,342450,335000,322475,319475,319000,326577.0833,,,
Sammamish,WA,Seattle,King,1024,788247.5,725000,7.00E+05,775000,825000,825000,845000,845000,837450,850000,9.00E+05,888995,817057.7083,,,
Seatac,WA,Seattle,King,1831,229950,239900,239450,244750,250000,279000,283475,3.00E+05,299700,299950,299925,3.00E+05,272175,,,
Seattle,WA,Seattle,King,22,529950,539950,554950,575000,579974.5,585000,589950,584950,595000,599000,599900,599950,577797.875,,,
Seattle Hill-Silver Firs,WA,Seattle,Snohomish,1253,399950,396072.5,399000,419925,425000,425000,419995,415000,419950,414950,425000,429950,415816.0417,,,
Shoreline,WA,Seattle,King,880,4.00E+05,384950,415000,425000,420000,449975,439500,434975,445950,459900,487500,469642,436032.6667,,,
Snohomish,WA,Seattle,Snohomish,819,449950,450000,474950,499250,5.00E+05,509975,499250,489950,491750,499000,498000,498000,488339.5833,,,
Snoqualmie,WA,Seattle,King,4742,497500,532500,535000,554500,579000,599000,592500,589000,590000,594999.5,599950,599000,571912.4583,,,
South Hill,WA,Seattle,Pierce,942,257500,259500,259999.5,265000,274950,284925,289500,289900,285250,280000,279950,279925,275533.2917,,,
Spanaway,WA,Seattle,Pierce,1025,224500,223950,224950,227900,229950,234950,237500,239700,239997.5,239950,235000,232000,232528.9583,,,
Stanwood,WA,Seattle,Snohomish,2453,327475,339450,349000,349950,354950,359950,370000,376950,378975,372900,384950,372900,361454.1667,,,
Steilacoom,WA,Seattle,Pierce,6266,390000,419500,434975,427975,442475,418500,471950,489000,497900,503450,499000,499000,457810.4167,,,
Sultan,WA,Seattle,Snohomish,5408,239900,239900,234900,240000,239950,249970,249950,247375,249950,249972.5,249999,250000,245155.5417,,,
Sumner,WA,Seattle,Pierce,3710,335000,287450,269950,3.00E+05,302475,3.00E+05,299975,310000,299950,290000,289000,3.00E+05,298650,,,
Tacoma,WA,Seattle,Pierce,121,195000,199950,209974.5,219970,220000,229000,229950,234950,230000,229900,225000,224900,220716.2083,,,
Tukwila,WA,Seattle,King,2455,227499.5,219950,245000,249250,280000,285475,299000,330000,339450,332500,325000,279950,284422.875,,,
University Place,WA,Seattle,Pierce,1805,322470,339900,334950,339000,343750,341250,334000,338500,347000,349000,349000,349500,340693.3333,,,
Vashon,WA,Seattle,King,4321,467500,504500,527000,579000,575000,649000,599000,595000,595000,563475,639500,593250,573935.4167,,,
Waller,WA,Seattle,Pierce,4404,,329000,329950,320000,325000,335000,374999,399950,379972.5,389954.5,379900,357496.5,356474.7727,,,
White Center,WA,Seattle,King,2327,,,,347475,365000,365000,350000,350000,354500,366995,369000,364000,359107.7778,,,
Woodinville,WA,Seattle,King,1359,,,744200,727450,7.00E+05,715000,699974.5,699950,699972.5,7.00E+05,750000,802000,723854.7,,,
Avon Park,FL,Sebring,Highlands,2050,,,,,,,,127450,137400,134900,129900,125000,130930,,,
Lake Placid,FL,Sebring,Highlands,2767,145000,149900,149000,145000,154900,159900,163200,169000,169900,169900,167250,168995,159328.75,,,
Sebring,FL,Sebring,Highlands,963,130000,129900,128950,129900,134900,134900,139250,144900,149900,149250,149900,144450,138850,,,
Sedalia,MO,Sedalia,Pettis,1682,89950,95000,89900,89450,89900,89900,89900,89650,86250,89900,95000,95000,90816.66667,,,
Fair Play,SC,Seneca,Oconee,6380,,,,299000,295061,285000,279900,289450,269900,269000,269000,269000,280590.1111,,,
Salem,SC,Seneca,Oconee,5914,295000,335000,325000,309900,299000,309000,320000,310000,299949.5,299725,299000,299000,308381.2083,,,
Seneca,SC,Seneca,Oconee,2118,199900,194750,197000,215500,225000,229900,223200,219700,213200,209900,2.00E+05,219000,212254.1667,,,
Walhalla,SC,Seneca,Oconee,4683,145900,136950,127000,139950,144000,149900,149945,149900,149900,149900,145000,142000,144195.4167,,,
Westminster,SC,Seneca,Oconee,3666,172500,167400,171200,175000,189000,193245,199450,199950,2.00E+05,215750,205000,194900,190282.9167,,,
Town of Seneca Falls,NY,Seneca Falls,Seneca,4161,,,120500,120950,125000,125000,119450,119900,119000,119000,117000,119000,120480,,,
Town of Waterloo,NY,Seneca Falls,Seneca,4553,91750,94500,92250,90000,94500,90000,94500,89900,89900,85000,84900,79900,89758.33333,,,
Gatlinburg,TN,Sevierville,Sevier,6014,2.00E+05,207000,199900,195500,199900,214950,229000,224900,229000,224500,229900,229900,215370.8333,,,
Pigeon Forge,TN,Sevierville,Sevier,5833,219450,225000,224900,224900,223900,229900,245000,239000,238990,244400,229000,249900,232861.6667,,,
Sevierville,TN,Sevierville,Sevier,3172,174900,168800,172350,179900,179900,179900,185000,182450,194400,198950,189900,199900,183862.5,,,
Seymour,TN,Sevierville,Sevier,2641,199450,196450,187800,194900,199700,194900,193900,195000,189900,189950,190000,199900,194320.8333,,,
Seymour,IN,Seymour,Jackson,2055,119900,120000,119900,114950,124900,124900,127900,129900,132700,132500,131200,124505.5,125271.2917,,,
Keshena,WI,Shawano,Menominee,6704,239900,244900,226950,244950,249900,249900,249900,249900,249450,236900,242000,242450,243925,,,
Shawano,WI,Shawano,Shawano,2604,129900,123950,124900,124950,121950,124000,119900,124900,124650,119900,119900,109900,122400,,,
Shawnee,OK,Shawnee,Pottawatomie,1615,119500,117000,115000,114900,121250,126200,129500,127915,128330,124900,124500,131400,123366.25,,,
Sheboygan,WI,Sheboygan,Sheboygan,980,114000,114550,111000,110250,115950,114900,114900,114900,112450,109900,109900,109900,112716.6667,,,
Town of Plymouth,WI,Sheboygan,Sheboygan,3611,159900,159900,159900,156450,161900,160400,144900,151400,157000,154950,147400,172200,157191.6667,,,
Town of Sheboygan Falls,WI,Sheboygan,Sheboygan,4089,,,,,99900,109000,125700,129900,124900,124900,122900,122500,119962.5,,,
Kings Mountain,NC,Shelby,Cleveland,2473,142950,157500,151500,157500,154900,164900,168500,152000,169450,166700,157750,138490,156845,,,
Shelby,NC,Shelby,Cleveland,3135,105000,99495,99900,99900,96000,95900,99900,95000,94900,99900,97247.5,99700,98570.20833,,,
Shelbyville,TN,Shelbyville,Bedford,1727,139900,131900,139900,139900,144900,146680,150000,149900,159900,159500,155900,153900,147690,,,
Allyn,WA,Shelton,Mason,6537,,,,,289900,289250,279475,279725,269950,249000,249500,244500,268912.5,,,
Belfair,WA,Shelton,Mason,5242,229475,227000,231000,243475,259999,279900,269900,259999,259999,276500,264500,277200,256578.9167,,,
Shelton,WA,Shelton,Mason,1483,169250,169950,169500,174950,177000,188450,199000,199949.5,205000,205000,199999.5,190000,187337.4167,,,
Sheridan,WY,Sheridan,Sheridan,1941,229900,229900,236000,249900,260000,261000,259000,250000,250000,259900,262000,250000,249800,,,
Sherman,TX,Sherman,Grayson,1125,,,,,,,,,,264875,237900,244762.5,249179.1667,,,
Lakeside,AZ,Show Low,Navajo,5489,259950,262500,235425,240550,254900,265000,264950,259900,259900,254900,254900,252450,255443.75,,,
Overgaard,AZ,Show Low,Navajo,7080,187500,185000,184950,195950,209000,199900,204000,199900,219000,219450,224900,224450,204500,,,
Pinetop,AZ,Show Low,Navajo,5452,280000,280000,279500,284925,282500,289000,279500,279000,281950,285000,275000,269777,280512.6667,,,
Show Low,AZ,Show Low,Navajo,2870,259000,258000,249900,269900,265000,268500,249900,249900,249900,269000,259450,255500,258662.5,,,
Snowflake,AZ,Show Low,Navajo,5736,150000,150000,150000,152450,160000,159500,160000,160000,150000,163950,154950,165000,156320.8333,,,
Benton,LA,Shreveport,Bossier,3880,302700,302700,299900,295750,315000,310900,300200,289900,289900,289450,290975,318700,300506.25,,,
Bossier City,LA,Shreveport,Bossier,650,210000,206950,207700,215500,210000,205000,205000,195000,189900,189900,187250,185900,200675,,,
